ulasan,rating,kategori,nama_produk,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean,label
fast response barang dah terima dengan baik thanks,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['fast', 'response', 'barang', 'dah', 'terima', 'dengan', 'baik', 'thanks']","['fast', 'response', 'barang', 'sudah', 'terima', 'dengan', 'baik', 'terima kasih']","['fast', 'response', 'barang', 'terima', 'terima kasih']","['fast', 'response', 'barang', 'terima', 'terima kasih']",fast response barang terima terima kasih,2
kemasan baikbarang sesuai pesanansemoga awet,4,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['kemasan', 'baikbarang', 'sesuai', 'pesanansemoga', 'awet']","['kemasan', 'baikbarang', 'sesuai', 'pesanansemoga', 'awet']","['kemasan', 'baikbarang', 'sesuai', 'pesanansemoga', 'awet']","['kemas', 'baikbarang', 'sesuai', 'pesanansemoga', 'awet']",kemas baikbarang sesuai pesanansemoga awet,2
barang bagus bisa pakai paku jg tp sayang isi    ndak masuksalah beli roduk,4,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'bagus', 'bisa', 'pakai', 'paku', 'jg', 'tp', 'sayang', 'isi', 'ndak', 'masuksalah', 'beli', 'roduk']","['barang', 'bagus', 'bisa', 'pakai', 'paku', 'juga', 'tetapi', 'sayang', 'isi', 'tidak', 'masuksalah', 'beli', 'roduk']","['barang', 'bagus', 'pakai', 'paku', 'sayang', 'isi', 'masuksalah', 'beli', 'roduk']","['barang', 'bagus', 'pakai', 'paku', 'sayang', 'isi', 'masuksalah', 'beli', 'roduk']",barang bagus pakai paku sayang isi masuksalah beli roduk,2
mantabb fast delivery good product barang sesuai dengan yg dipesan makin sukses lapaknya juragan trims ,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['mantabb', 'fast', 'delivery', 'good', 'product', 'barang', 'sesuai', 'dengan', 'yg', 'dipesan', 'makin', 'sukses', 'lapaknya', 'juragan', 'trims']","['mantap', 'fast', 'delivery', 'bagus', 'produk', 'barang', 'sesuai', 'dengan', 'yang', 'dipesan', 'makin', 'sukses', 'lapaknya', 'juragan', 'terima kasih']","['mantap', 'fast', 'delivery', 'bagus', 'produk', 'barang', 'sesuai', 'dipesan', 'sukses', 'lapaknya', 'juragan', 'terima kasih']","['mantap', 'fast', 'delivery', 'bagus', 'produk', 'barang', 'sesuai', 'pes', 'sukses', 'lapak', 'juragan', 'terima kasih']",mantap fast delivery bagus produk barang sesuai pes sukses lapak juragan terima kasih,2
barang ok sesuai dg gambarpacking rapi sampai ke tangan pembeli utuh,4,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'ok', 'sesuai', 'dg', 'gambarpacking', 'rapi', 'sampai', 'ke', 'tangan', 'pembeli', 'utuh']","['barang', 'oke', 'sesuai', 'dengan', 'gambarpacking', 'rapi', 'sampai', 'ke', 'tangan', 'pembeli', 'utuh']","['barang', 'oke', 'sesuai', 'gambarpacking', 'rapi', 'tangan', 'pembeli', 'utuh']","['barang', 'oke', 'sesuai', 'gambarpacking', 'rapi', 'tangan', 'beli', 'utuh']",barang oke sesuai gambarpacking rapi tangan beli utuh,2
mantap,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,['mantap'],['mantap'],['mantap'],['mantap'],mantap,2
harga murah smoga aj awet mantap,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['harga', 'murah', 'smoga', 'aj', 'awet', 'mantap']","['harga', 'murah', 'semoga', 'saja', 'awet', 'mantap']","['harga', 'murah', 'semoga', 'awet', 'mantap']","['harga', 'murah', 'moga', 'awet', 'mantap']",harga murah moga awet mantap,2
thanks gan  barang sesuai,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['thanks', 'gan', 'barang', 'sesuai']","['terima kasih', 'juragan', 'barang', 'sesuai']","['terima kasih', 'juragan', 'barang', 'sesuai']","['terima kasih', 'juragan', 'barang', 'sesuai']",terima kasih juragan barang sesuai,2
paket sudah diterima terima kasih,4,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['paket', 'sudah', 'diterima', 'terima', 'kasih']","['paket', 'sudah', 'diterima', 'terima', 'kasih']","['paket', 'diterima', 'terima', 'kasih']","['paket', 'terima', 'terima', 'kasih']",paket terima terima kasih,2
good job lebih di tingkatin lg deh biar lbh puas lg,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['good', 'job', 'lebih', 'di', 'tingkatin', 'lg', 'deh', 'biar', 'lbh', 'puas', 'lg']","['bagus', 'job', 'lebih', 'di', 'tingkatkan', 'lagi', 'deh', 'biar', 'lebih', 'puas', 'lagi']","['bagus', 'job', 'tingkatkan', 'deh', 'biar', 'puas']","['bagus', 'job', 'tingkat', 'deh', 'biar', 'puas']",bagus job tingkat deh biar puas,2
barang bgussshargaa bersahabatttthnya kirimnya aja sangattt lamasukses gan,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'bgussshargaa', 'bersahabatttthnya', 'kirimnya', 'aja', 'sangattt', 'lamasukses', 'gan']","['barang', 'bgussshargaa', 'bersahabatttthnya', 'kirimnya', 'saja', 'sangat', 'lamasukses', 'juragan']","['barang', 'bgussshargaa', 'bersahabatttthnya', 'kirimnya', 'lamasukses', 'juragan']","['barang', 'bgussshargaa', 'bersahabatttthnya', 'kirim', 'lamasukses', 'juragan']",barang bgussshargaa bersahabatttthnya kirim lamasukses juragan,2
mantap barang sesuai pesanan,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['mantap', 'barang', 'sesuai', 'pesanan']","['mantap', 'barang', 'sesuai', 'pesanan']","['mantap', 'barang', 'sesuai', 'pesanan']","['mantap', 'barang', 'sesuai', 'pesan']",mantap barang sesuai pesan,2
barang yg diterima sudah sesuai dengan deskripsi yg ditawarkan packingnya jg rapih,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'yg', 'diterima', 'sudah', 'sesuai', 'dengan', 'deskripsi', 'yg', 'ditawarkan', 'packingnya', 'jg', 'rapih']","['barang', 'yang', 'diterima', 'sudah', 'sesuai', 'dengan', 'deskripsi', 'yang', 'ditawarkan', 'packingnya', 'juga', 'rapi']","['barang', 'diterima', 'sesuai', 'deskripsi', 'ditawarkan', 'packingnya', 'rapi']","['barang', 'terima', 'sesuai', 'deskripsi', 'tawar', 'packingnya', 'rapi']",barang terima sesuai deskripsi tawar packingnya rapi,2
packing rapih dan safety with buble wrap produk sesuai deskripsi respons cepat recomended seller and produk thanks samudera baut teknik,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['packing', 'rapih', 'dan', 'safety', 'with', 'buble', 'wrap', 'produk', 'sesuai', 'deskripsi', 'respons', 'cepat', 'recomended', 'seller', 'and', 'produk', 'thanks', 'samudera', 'baut', 'teknik']","['packing', 'rapi', 'dan', 'safety', 'dengan', 'buble', 'wrap', 'produk', 'sesuai', 'deskripsi', 'respons', 'cepat', 'rekomendasi', 'seller', 'and', 'produk', 'terima kasih', 'samudera', 'baut', 'teknik']","['packing', 'rapi', 'safety', 'buble', 'wrap', 'produk', 'sesuai', 'deskripsi', 'respons', 'cepat', 'rekomendasi', 'seller', 'and', 'produk', 'terima kasih', 'samudera', 'baut', 'teknik']","['packing', 'rapi', 'safety', 'buble', 'wrap', 'produk', 'sesuai', 'deskripsi', 'respons', 'cepat', 'rekomendasi', 'seller', 'and', 'produk', 'terima kasih', 'samudera', 'baut', 'teknik']",packing rapi safety buble wrap produk sesuai deskripsi respons cepat rekomendasi seller and produk terima kasih samudera baut teknik,2
kokoh banget kayanya  termsuk murah,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['kokoh', 'banget', 'kayanya', 'termsuk', 'murah']","['kokoh', 'banget', 'sepertinya', 'termsuk', 'murah']","['kokoh', 'banget', 'termsuk', 'murah']","['kokoh', 'banget', 'termsuk', 'murah']",kokoh banget termsuk murah,2
barang sudah sampai belom di coba terima kasih,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'sudah', 'sampai', 'belom', 'di', 'coba', 'terima', 'kasih']","['barang', 'sudah', 'sampai', 'belum', 'di', 'coba', 'terima', 'kasih']","['barang', 'coba', 'terima', 'kasih']","['barang', 'coba', 'terima', 'kasih']",barang coba terima kasih,2
barang sesuai deskripsi pengiriman cepat hrga terjangkau recomended,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'hrga', 'terjangkau', 'recomended']","['barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'hrga', 'terjangkau', 'rekomendasi']","['barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'hrga', 'terjangkau', 'rekomendasi']","['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'hrga', 'jangkau', 'rekomendasi']",barang sesuai deskripsi kirim cepat hrga jangkau rekomendasi,2
barang sudah diterima dgn selamat  ,3,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'sudah', 'diterima', 'dgn', 'selamat']","['barang', 'sudah', 'diterima', 'dengan', 'selamat']","['barang', 'diterima', 'selamat']","['barang', 'terima', 'selamat']",barang terima selamat,1
barang sesuai pesanan,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesan']",barang sesuai pesan,2
barang diterima sesuai dgn pesanan dan redpon cepat,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['barang', 'diterima', 'sesuai', 'dgn', 'pesanan', 'dan', 'redpon', 'cepat']","['barang', 'diterima', 'sesuai', 'dengan', 'pesanan', 'dan', 'redpon', 'cepat']","['barang', 'diterima', 'sesuai', 'pesanan', 'redpon', 'cepat']","['barang', 'terima', 'sesuai', 'pesan', 'redpon', 'cepat']",barang terima sesuai pesan redpon cepat,2
ok sudah di coba lumayan sesuai harga tks,5,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,"['ok', 'sudah', 'di', 'coba', 'lumayan', 'sesuai', 'harga', 'tks']","['oke', 'sudah', 'di', 'coba', 'lumayan', 'sesuai', 'harga', 'tks']","['oke', 'coba', 'lumayan', 'sesuai', 'harga', 'tks']","['oke', 'coba', 'lumayan', 'sesuai', 'harga', 'tks']",oke coba lumayan sesuai harga tks,2
sesuai sih fungsi baik,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['sesuai', 'sih', 'fungsi', 'baik']","['sesuai', 'sih', 'fungsi', 'baik']","['sesuai', 'sih', 'fungsi']","['sesuai', 'sih', 'fungsi']",sesuai sih fungsi,2
andai saja beli satu dus harga bisa kurang lagi mantap tuh hehee,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['andai', 'saja', 'beli', 'satu', 'dus', 'harga', 'bisa', 'kurang', 'lagi', 'mantap', 'tuh', 'hehee']","['andai', 'saja', 'beli', 'satu', 'dus', 'harga', 'bisa', 'kurang', 'lagi', 'mantap', 'itu', 'hehe']","['andai', 'beli', 'dus', 'harga', 'mantap', 'hehe']","['andai', 'beli', 'dus', 'harga', 'mantap', 'hehe']",andai beli dus harga mantap hehe,2
top seller selalu puas dengam toko ini dan tokopedia,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['top', 'seller', 'selalu', 'puas', 'dengam', 'toko', 'ini', 'dan', 'tokopedia']","['top', 'seller', 'selalu', 'puas', 'dengam', 'toko', 'ini', 'dan', 'tokopedia']","['top', 'seller', 'puas', 'dengam', 'toko', 'tokopedia']","['top', 'seller', 'puas', 'dengam', 'toko', 'tokopedia']",top seller puas dengam toko tokopedia,2
barang sesuai deskripsi penjual respon dan pengiriman barang juga sangat cepat terima kasih semoga sukses selalu gan,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'dan', 'pengiriman', 'barang', 'juga', 'sangat', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'selalu', 'gan']","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'dan', 'pengiriman', 'barang', 'juga', 'sangat', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'selalu', 'juragan']","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'pengiriman', 'barang', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'juragan']","['barang', 'sesuai', 'deskripsi', 'jual', 'respon', 'kirim', 'barang', 'cepat', 'terima', 'kasih', 'moga', 'sukses', 'juragan']",barang sesuai deskripsi jual respon kirim barang cepat terima kasih moga sukses juragan,2
barang sesuai deskripsi penjual respon dan pengiriman barang juga cepat terima kasih semoga sukses selalu gan,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'dan', 'pengiriman', 'barang', 'juga', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'selalu', 'gan']","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'dan', 'pengiriman', 'barang', 'juga', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'selalu', 'juragan']","['barang', 'sesuai', 'deskripsi', 'penjual', 'respon', 'pengiriman', 'barang', 'cepat', 'terima', 'kasih', 'semoga', 'sukses', 'juragan']","['barang', 'sesuai', 'deskripsi', 'jual', 'respon', 'kirim', 'barang', 'cepat', 'terima', 'kasih', 'moga', 'sukses', 'juragan']",barang sesuai deskripsi jual respon kirim barang cepat terima kasih moga sukses juragan,2
pas cocok barang sesuai contoh dan spesifikasi,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus","['pas', 'cocok', 'barang', 'sesuai', 'contoh', 'dan', 'spesifikasi']","['saat', 'cocok', 'barang', 'sesuai', 'contoh', 'dan', 'spesifikasi']","['cocok', 'barang', 'sesuai', 'contoh', 'spesifikasi']","['cocok', 'barang', 'sesuai', 'contoh', 'spesifikasi']",cocok barang sesuai contoh spesifikasi,2
baguuuuuuuuuuuuuuuuuuus,5,pertukangan,"Isi Staples / Gun Tacker 13/6 Ukuran 6 mm Harga Murah, Kualitas Bagus",['baguuuuuuuuuuuuuuuuuuus'],['baguuuuuuuuuuuuuuuuuuus'],['baguuuuuuuuuuuuuuuuuuus'],['baguuuuuuuuuuuuuuuuuuus'],baguuuuuuuuuuuuuuuuuuus,2
barang pesanan mantulmantap betul,4,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['barang', 'pesanan', 'mantulmantap', 'betul']","['barang', 'pesanan', 'mantulmantap', 'betul']","['barang', 'pesanan', 'mantulmantap']","['barang', 'pesan', 'mantulmantap']",barang pesan mantulmantap,2
sesuai dengan deskripsi belum sempat dicoba semoga sesuai harapan,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'dengan', 'deskripsi', 'belum', 'sempat', 'dicoba', 'semoga', 'sesuai', 'harapan']","['sesuai', 'dengan', 'deskripsi', 'belum', 'sempat', 'dicoba', 'semoga', 'sesuai', 'harapan']","['sesuai', 'deskripsi', 'dicoba', 'semoga', 'sesuai', 'harapan']","['sesuai', 'deskripsi', 'coba', 'moga', 'sesuai', 'harap']",sesuai deskripsi coba moga sesuai harap,2
sesuai deskripsi produk berfungsi dg baik pengiriman cpat thx,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'deskripsi', 'produk', 'berfungsi', 'dg', 'baik', 'pengiriman', 'cpat', 'thx']","['sesuai', 'deskripsi', 'produk', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat', 'terima kasih']","['sesuai', 'deskripsi', 'produk', 'berfungsi', 'pengiriman', 'cepat', 'terima kasih']","['sesuai', 'deskripsi', 'produk', 'fungsi', 'kirim', 'cepat', 'terima kasih']",sesuai deskripsi produk fungsi kirim cepat terima kasih,2
mantap gan barang sudah sampai cepat pengirimanx,4,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['mantap', 'gan', 'barang', 'sudah', 'sampai', 'cepat', 'pengirimanx']","['mantap', 'juragan', 'barang', 'sudah', 'sampai', 'cepat', 'pengirimanx']","['mantap', 'juragan', 'barang', 'cepat', 'pengirimanx']","['mantap', 'juragan', 'barang', 'cepat', 'pengirimanx']",mantap juragan barang cepat pengirimanx,2
trimakasih atas kerjasamanya barang sesuai dgn benar semoga berfungsi dgn baik salam ,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['trimakasih', 'atas', 'kerjasamanya', 'barang', 'sesuai', 'dgn', 'benar', 'semoga', 'berfungsi', 'dgn', 'baik', 'salam']","['terima kasih', 'atas', 'kerjasamanya', 'barang', 'sesuai', 'dengan', 'benar', 'semoga', 'berfungsi', 'dengan', 'baik', 'salam']","['terima kasih', 'kerjasamanya', 'barang', 'sesuai', 'semoga', 'berfungsi', 'salam']","['terima kasih', 'kerjasamanya', 'barang', 'sesuai', 'moga', 'fungsi', 'salam']",terima kasih kerjasamanya barang sesuai moga fungsi salam,2
isi masih lebih bagus bawahannya staples gun tackler,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['isi', 'masih', 'lebih', 'bagus', 'bawahannya', 'staples', 'gun', 'tackler']","['isi', 'masih', 'lebih', 'bagus', 'bawahannya', 'staples', 'gun', 'tackler']","['isi', 'bagus', 'bawahannya', 'staples', 'gun', 'tackler']","['isi', 'bagus', 'bawah', 'staples', 'gun', 'tackler']",isi bagus bawah staples gun tackler,2
dijamin top nih tokonya,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['dijamin', 'top', 'nih', 'tokonya']","['dijamin', 'top', 'ini', 'tokonya']","['dijamin', 'top', 'tokonya']","['jamin', 'top', 'toko']",jamin top toko,2
muantab sesuai pesenan,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['muantab', 'sesuai', 'pesenan']","['muantab', 'sesuai', 'pesenan']","['muantab', 'sesuai', 'pesenan']","['muantab', 'sesuai', 'sen']",muantab sesuai sen,2
sesuai deskripsi amp gambar proses cepat rekomended,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'deskripsi', 'amp', 'gambar', 'proses', 'cepat', 'rekomended']","['sesuai', 'deskripsi', 'amp', 'gambar', 'proses', 'cepat', 'rekomendasi']","['sesuai', 'deskripsi', 'amp', 'gambar', 'proses', 'cepat', 'rekomendasi']","['sesuai', 'deskripsi', 'amp', 'gambar', 'proses', 'cepat', 'rekomendasi']",sesuai deskripsi amp gambar proses cepat rekomendasi,2
respon cepat dan seauai gambar trims,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['respon', 'cepat', 'dan', 'seauai', 'gambar', 'trims']","['respon', 'cepat', 'dan', 'seauai', 'gambar', 'terima kasih']","['respon', 'cepat', 'seauai', 'gambar', 'terima kasih']","['respon', 'cepat', 'seauai', 'gambar', 'terima kasih']",respon cepat seauai gambar terima kasih,2
sesuai deskripsi mudah an awet paking bagus,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'deskripsi', 'mudah', 'an', 'awet', 'paking', 'bagus']","['sesuai', 'deskripsi', 'mudah', 'an', 'awet', 'paking', 'bagus']","['sesuai', 'deskripsi', 'mudah', 'an', 'awet', 'paking', 'bagus']","['sesuai', 'deskripsi', 'mudah', 'an', 'awet', 'paking', 'bagus']",sesuai deskripsi mudah an awet paking bagus,2
sesuai harga saat menembak harus ditekan dengan keras,3,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'harga', 'saat', 'menembak', 'harus', 'ditekan', 'dengan', 'keras']","['sesuai', 'harga', 'saat', 'menembak', 'harus', 'ditekan', 'dengan', 'keras']","['sesuai', 'harga', 'menembak', 'ditekan', 'keras']","['sesuai', 'harga', 'tembak', 'tekan', 'keras']",sesuai harga tembak tekan keras,1
sesuai dengan gambar dan puas dengan paking ya,4,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sesuai', 'dengan', 'gambar', 'dan', 'puas', 'dengan', 'paking', 'ya']","['sesuai', 'dengan', 'gambar', 'dan', 'puas', 'dengan', 'paking', 'ya']","['sesuai', 'gambar', 'puas', 'paking', 'ya']","['sesuai', 'gambar', 'puas', 'paking', 'ya']",sesuai gambar puas paking ya,2
nyampaiterima kasih,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['nyampaiterima', 'kasih']","['nyampaiterima', 'kasih']","['nyampaiterima', 'kasih']","['nyampaiterima', 'kasih']",nyampaiterima kasih,2
terimakasih barang sesuai dengan gambar,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['terimakasih', 'barang', 'sesuai', 'dengan', 'gambar']","['terima kasih', 'barang', 'sesuai', 'dengan', 'gambar']","['terima kasih', 'barang', 'sesuai', 'gambar']","['terima kasih', 'barang', 'sesuai', 'gambar']",terima kasih barang sesuai gambar,2
produk berfungsi baik,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['produk', 'berfungsi', 'baik']","['produk', 'berfungsi', 'baik']","['produk', 'berfungsi']","['produk', 'fungsi']",produk fungsi,2
blm dicobakeliatannya bagustks ya,4,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['blm', 'dicobakeliatannya', 'bagustks', 'ya']","['belum', 'dicobakeliatannya', 'bagustks', 'ya']","['dicobakeliatannya', 'bagustks', 'ya']","['dicobakeliatannya', 'bagustks', 'ya']",dicobakeliatannya bagustks ya,2
goodfast responthx gan,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['goodfast', 'responthx', 'gan']","['goodfast', 'responthx', 'juragan']","['goodfast', 'responthx', 'juragan']","['goodfast', 'responthx', 'juragan']",goodfast responthx juragan,2
sudah dicoba dan bagus ada aneka bonus staple nya semoga awet,5,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,"['sudah', 'dicoba', 'dan', 'bagus', 'ada', 'aneka', 'bonus', 'staple', 'nya', 'semoga', 'awet']","['sudah', 'dicoba', 'dan', 'bagus', 'ada', 'aneka', 'bonus', 'staple', 'nya', 'semoga', 'awet']","['dicoba', 'bagus', 'aneka', 'bonus', 'staple', 'nya', 'semoga', 'awet']","['coba', 'bagus', 'aneka', 'bonus', 'staple', 'nya', 'moga', 'awet']",coba bagus aneka bonus staple nya moga awet,2
